2020-50-17 00:50:17 [Thread-75] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
2020-03-17 07:03:55 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Started EventManagementEngineApplication in 1.749 seconds (JVM running for 10591.713)
2020-03-17 07:03:55 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener -Condition evaluation unchanged
2020-13-17 07:13:58 [Thread-27] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
2020-13-17 07:13:58 [Thread-27] INFO  o.s.s.c.ThreadPoolTaskExecutor -Shutting down ExecutorService 'applicationTaskExecutor'
2020-13-17 07:13:58 [Thread-27] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-5 - Shutdown initiated...
2020-13-17 07:13:58 [Thread-27] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-5 - Shutdown completed.
2020-13-17 07:13:59 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Starting EventManagementEngineApplication on DESKTOP-I4P0PDK with PID 3480 (C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine\target\classes started by Sunil Bombe in C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine)
2020-13-17 07:13:59 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -No active profile set, falling back to default profiles: default
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.VenueRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 44ms. Found 3 JPA repository interfaces.
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.EventRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserDetailsRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-13-17 07:13:59 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 26ms. Found 1 MongoDB repository interfaces.
2020-13-17 07:13:59 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
2020-13-17 07:13:59 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
2020-13-17 07:13:59 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
2020-13-17 07:13:59 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
2020-13-17 07:13:59 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 586 ms
2020-13-17 07:13:59 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
2020-13-17 07:13:59 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-6 - Starting...
2020-13-17 07:13:59 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-6 - Start completed.
2020-13-17 07:13:59 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
2020-13-17 07:13:59 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-13-17 07:13:59 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-13-17 07:13:59 [restartedMain] INFO  org.mongodb.driver.cluster -Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2020-13-17 07:13:59 [cluster-ClusterId{value='5fb3e8b72214da11e9153e31', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection -Opened connection [connectionId{localValue:6, serverValue:193}] to localhost:27017
2020-13-17 07:13:59 [cluster-ClusterId{value='5fb3e8b72214da11e9153e31', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster -Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=495500}
2020-13-17 07:13:59 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-13-17 07:13:59 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-14-17 07:14:00 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
2020-14-17 07:14:00 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain -Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3fba1e6, org.springframework.security.web.context.SecurityContextPersistenceFilter@6f740653, org.springframework.security.web.header.HeaderWriterFilter@1d55bea5, org.springframework.security.web.authentication.logout.LogoutFilter@24c98720, com.webwork.eventmanagementengine.filter.JwtFilter@4d1e67e9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@41569ba1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7146a5b8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@25ece128, org.springframework.security.web.session.SessionManagementFilter@21b76560, org.springframework.security.web.access.ExceptionTranslationFilter@4aec8c10, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@79606c76]
2020-14-17 07:14:00 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
2020-14-17 07:14:00 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
2020-14-17 07:14:00 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
2020-14-17 07:14:00 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Started EventManagementEngineApplication in 1.239 seconds (JVM running for 11196.767)
2020-14-17 07:14:00 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener -Condition evaluation unchanged
2020-58-17 07:58:06 [HikariPool-6 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool -HikariPool-6 - Thread starvation or clock leap detected (housekeeper delta=1m36s741ms162µs900ns).
2020-58-17 07:58:52 [Thread-32] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
2020-58-17 07:58:52 [Thread-32] INFO  o.s.s.c.ThreadPoolTaskExecutor -Shutting down ExecutorService 'applicationTaskExecutor'
2020-58-17 07:58:52 [Thread-32] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-6 - Shutdown initiated...
2020-58-17 07:58:52 [Thread-32] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-6 - Shutdown completed.
2020-58-17 07:58:52 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Starting EventManagementEngineApplication on DESKTOP-I4P0PDK with PID 3480 (C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine\target\classes started by Sunil Bombe in C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine)
2020-58-17 07:58:52 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -No active profile set, falling back to default profiles: default
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.VenueRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 51ms. Found 3 JPA repository interfaces.
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.EventRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserDetailsRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-58-17 07:58:53 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 30ms. Found 1 MongoDB repository interfaces.
2020-58-17 07:58:53 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
2020-58-17 07:58:53 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
2020-58-17 07:58:53 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
2020-58-17 07:58:53 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
2020-58-17 07:58:53 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 800 ms
2020-58-17 07:58:53 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
2020-58-17 07:58:53 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-7 - Starting...
2020-58-17 07:58:53 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-7 - Start completed.
2020-58-17 07:58:53 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
2020-58-17 07:58:53 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-58-17 07:58:53 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-58-17 07:58:53 [restartedMain] INFO  org.mongodb.driver.cluster -Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2020-58-17 07:58:53 [cluster-ClusterId{value='5fb3f33d2214da11e9153e32', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection -Opened connection [connectionId{localValue:7, serverValue:194}] to localhost:27017
2020-58-17 07:58:53 [cluster-ClusterId{value='5fb3f33d2214da11e9153e32', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster -Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=458100}
2020-58-17 07:58:53 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-58-17 07:58:53 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-58-17 07:58:53 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
2020-58-17 07:58:53 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain -Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5c16ec4b, org.springframework.security.web.context.SecurityContextPersistenceFilter@114e704e, org.springframework.security.web.header.HeaderWriterFilter@58795ebc, org.springframework.security.web.authentication.logout.LogoutFilter@2c09b760, com.webwork.eventmanagementengine.filter.JwtFilter@7a5b9f4f, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3e424d63, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2c5c68a9, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@62b11710, org.springframework.security.web.session.SessionManagementFilter@39ab665e, org.springframework.security.web.access.ExceptionTranslationFilter@35434c08, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6011758f]
2020-58-17 07:58:54 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
2020-58-17 07:58:54 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
2020-58-17 07:58:54 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
2020-58-17 07:58:54 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Started EventManagementEngineApplication in 1.562 seconds (JVM running for 13890.599)
2020-58-17 07:58:54 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener -Condition evaluation unchanged
2020-59-17 07:59:07 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-59-17 07:59:07 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Initializing Servlet 'dispatcherServlet'
2020-59-17 07:59:07 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Completed initialization in 10 ms
2020-00-17 08:00:39 [Thread-37] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
2020-00-17 08:00:39 [Thread-37] INFO  o.s.s.c.ThreadPoolTaskExecutor -Shutting down ExecutorService 'applicationTaskExecutor'
2020-00-17 08:00:39 [Thread-37] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-7 - Shutdown initiated...
2020-00-17 08:00:39 [Thread-37] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-7 - Shutdown completed.
2020-00-17 08:00:39 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Starting EventManagementEngineApplication on DESKTOP-I4P0PDK with PID 3480 (C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine\target\classes started by Sunil Bombe in C:\Users\Sunil Bombe\git\event-management-engine\event-management-engine)
2020-00-17 08:00:39 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -No active profile set, falling back to default profiles: default
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data JPA repositories in DEFERRED mode.
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data JPA - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.VenueRepository. If you want this repository to be a JPA repository, consider annotating your entities with one of these annotations: javax.persistence.Entity, javax.persistence.MappedSuperclass (preferred), or consider extending one of the following types with your repository: org.springframework.data.jpa.repository.JpaRepository.
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 91ms. Found 3 JPA repository interfaces.
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.EventRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserDetailsRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationExtensionSupport -Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.webwork.eventmanagementengine.repository.UserRepository. If you want this repository to be a MongoDB repository, consider annotating your entities with one of these annotations: org.springframework.data.mongodb.core.mapping.Document (preferred), or consider extending one of the following types with your repository: org.springframework.data.mongodb.repository.MongoRepository.
2020-00-17 08:00:40 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Finished Spring Data repository scanning in 51ms. Found 1 MongoDB repository interfaces.
2020-00-17 08:00:40 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8080 (http)
2020-00-17 08:00:40 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
2020-00-17 08:00:40 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet engine: [Apache Tomcat/9.0.38]
2020-00-17 08:00:40 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
2020-00-17 08:00:40 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext -Root WebApplicationContext: initialization completed in 726 ms
2020-00-17 08:00:40 [restartedMain] INFO  o.s.s.c.ThreadPoolTaskExecutor -Initializing ExecutorService 'applicationTaskExecutor'
2020-00-17 08:00:40 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-8 - Starting...
2020-00-17 08:00:40 [restartedMain] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-8 - Start completed.
2020-00-17 08:00:40 [task-1] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [name: default]
2020-00-17 08:00:40 [task-1] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2020-00-17 08:00:40 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-00-17 08:00:40 [restartedMain] INFO  org.mongodb.driver.cluster -Cluster created with settings {hosts=[localhost:27017], mode=SINGLE, requiredClusterType=UNKNOWN, serverSelectionTimeout='30000 ms'}
2020-00-17 08:00:40 [cluster-ClusterId{value='5fb3f3a82214da11e9153e33', description='null'}-localhost:27017] INFO  org.mongodb.driver.connection -Opened connection [connectionId{localValue:8, serverValue:195}] to localhost:27017
2020-00-17 08:00:40 [cluster-ClusterId{value='5fb3f3a82214da11e9153e33', description='null'}-localhost:27017] INFO  org.mongodb.driver.cluster -Monitor thread successfully connected to server with description ServerDescription{address=localhost:27017, type=STANDALONE, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=9, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=449600}
2020-00-17 08:00:40 [task-1] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator -HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-00-17 08:00:40 [task-1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-00-17 08:00:40 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer -LiveReload server is running on port 35729
2020-00-17 08:00:40 [restartedMain] INFO  o.s.s.web.DefaultSecurityFilterChain -Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6c0387bc, org.springframework.security.web.context.SecurityContextPersistenceFilter@44000461, org.springframework.security.web.header.HeaderWriterFilter@5be48d50, org.springframework.security.web.authentication.logout.LogoutFilter@2e603960, com.webwork.eventmanagementengine.filter.JwtFilter@42a92ae9, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@103dc040, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6fcc411a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3bfd363f, org.springframework.security.web.session.SessionManagementFilter@1c4321a7, org.springframework.security.web.access.ExceptionTranslationFilter@78459594, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@510dbc0a]
2020-00-17 08:00:41 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat started on port(s): 8080 (http) with context path ''
2020-00-17 08:00:41 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Triggering deferred initialization of Spring Data repositories…
2020-00-17 08:00:41 [restartedMain] INFO  o.s.d.r.c.DeferredRepositoryInitializationListener -Spring Data repositories initialized!
2020-00-17 08:00:41 [restartedMain] INFO  c.w.e.EventManagementEngineApplication -Started EventManagementEngineApplication in 1.661 seconds (JVM running for 13997.853)
2020-00-17 08:00:41 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener -Condition evaluation unchanged
2020-00-17 08:00:44 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-00-17 08:00:44 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Initializing Servlet 'dispatcherServlet'
2020-00-17 08:00:44 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet -Completed initialization in 2 ms
2020-21-17 08:21:33 [RMI TCP Connection(181)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin -Application shutdown requested.
2020-21-17 08:21:34 [RMI TCP Connection(181)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Closing JPA EntityManagerFactory for persistence unit 'default'
2020-21-17 08:21:34 [RMI TCP Connection(181)-127.0.0.1] INFO  o.s.s.c.ThreadPoolTaskExecutor -Shutting down ExecutorService 'applicationTaskExecutor'
2020-21-17 08:21:34 [RMI TCP Connection(181)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-8 - Shutdown initiated...
2020-21-17 08:21:34 [RMI TCP Connection(181)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource -HikariPool-8 - Shutdown completed.
